url,imgAlt,imgSrc,imgName
/p/C_m8K6FqMH4/,How cool is that?!😍 Thanks gegette_and_co for visiting our McDrive!🐴 We hope the grass for your horse was just as tasty,https://scontent.cdninstagram.com/v/t51.2885-15/458744123_3889169128074915_7711474942549649834_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=vHU5ptvz1soQ7kNvgFvbNOp&_nc_gid=cde42ffcf0bc472ab769d41544f46a2f&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQ1MTcxMDczMzgxODc2Mjk4Nw%3D%3D.3-ccb7-5&oh=00_AYApULQHNmgM_aLuCJyqF8jRuvtORr2BIpS2JwdHj1B5Dw&oe=66E34B1E&_nc_sid=10d13b,mcdonalds_switzerland_0
/p/C_khqGzNdqp/,"For me, it's a deal breaker.",https://scontent.cdninstagram.com/v/t51.2885-15/458611094_1187858855609857_1051457968182477598_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=ljHVKCohYgIQ7kNvgHlZYw6&_nc_gid=55770be8ce254636822c3cf9c290d307&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQ1MTAzMTI0MzUyNzE1MDI0OQ%3D%3D.3-ccb7-5&oh=00_AYC57juiPITXbXS_MQy9nA4djfk5r7KWZBylWgMqCmtv5A&oe=66E3406E&_nc_sid=10d13b,mcdonalds_switzerland_1
/p/C_fiZAqqWTu/,Sweet tooth alert! Please give a warm welcome to the Frappé Cappuccino Caramel 🎉,https://scontent.cdninstagram.com/v/t51.2885-15/457829738_1199186901287210_6523573168719714069_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=ftomw-K6imEQ7kNvgG5cUSB&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQ0OTYyNzAyNTE1MDIwMTg2Mw%3D%3D.3-ccb7-5&oh=00_AYARB47xDJLLNjyCI28IbKdBVDrY3CTzK_kcCOZuMoRDBg&oe=66E33D08&_nc_sid=10d13b,mcdonalds_switzerland_2
/p/C_co-f3KfTx/,POV: you have a free menu with your loyalty points and your friends don’t.,https://scontent.cdninstagram.com/v/t51.2885-15/457629359_499058036080792_9091294136493986820_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=9DXNlFZ4yNkQ7kNvgEbiHTg&_nc_gid=cf1656bbe0eb48718a3e85c1709de248&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQ0ODgxMTYzMTMzODQ1MjIwOQ%3D%3D.3-ccb7-5&oh=00_AYB_rxjFR59RfIxeT4Ku94smz35CflEkBoq6ypnB-evpFA&oe=66E33965&_nc_sid=10d13b,mcdonalds_switzerland_3
/reel/C_XfZHNPrzc/,"Which shape do you prefer? Mine is the bell 🔔

Thank you @sh.kurtaj and @liebestorten_bern from the Köniz McDonald's: challenge completed!",https://scontent-tpe1-1.cdninstagram.com/v/t51.29350-15/457735086_533030902632005_7326050742350046939_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDE5MjAuc2RyLmYyOTM1MC5kZWZhdWx0X2NvdmVyX2ZyYW1lIn0&_nc_ht=scontent-tpe1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=p9PFcmJyTEcQ7kNvgFqf7zZ&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ0NzM2MjEwNDk0MjU3NDgxMjEwNDQ5Mzg4NDcwNzI5OTY%3D.3-ccb7-5&oh=00_AYBEdM4LflczFQLZ0k7WCQh9ONiiBxCyiSIGIIYN2JMaKg&oe=66E2AD81&_nc_sid=8f1549,mcdonalds_switzerland_4
/p/C_U6mCnKSMF/,"So, this McDonald's you MUST recognize. Tell me in the comments where it is, and we'll see if you're a real OG.",https://scontent.cdninstagram.com/v/t51.2885-15/457671812_3878734172393278_8562366473828261804_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=Gzd_UJpu3nMQ7kNvgFRN0m_&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQ0NjYzNzMxNTY4NzUyMzA3Nw%3D%3D.3-ccb7-5&oh=00_AYBUrWxe6yQmUWFOXFyoIT6i4ZzKJLAw9waqt3YxmLUCSA&oe=66E33474&_nc_sid=10d13b,mcdonalds_switzerland_5
/p/C_SgGEsKqgl/,"The people who do that, we see you 👀",https://scontent.cdninstagram.com/v/t51.2885-15/457489449_384469364491006_3128586833716776070_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNTAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=kpUHLiAEXXgQ7kNvgEvW6Gb&_nc_gid=42d4d921041743e7bd587133f76dc5f2&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQ0NTk1NzgxOTczMzAyNjg1Mw%3D%3D.3-ccb7-5&oh=00_AYB7CMSWTGdsElhKrhoQ0I4Vp5VqofdrNPhZ6MfK3RYhwQ&oe=66E350B8&_nc_sid=10d13b,mcdonalds_switzerland_6
/reel/C_P7Tl1RgNR/,"Follow me, I'll take you to a wonderfully tasty place.",https://scontent-tpe1-1.cdninstagram.com/v/t51.29350-15/457382304_529173379526709_1177137054200205854_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDE5MjAuc2RyLmYyOTM1MC5kZWZhdWx0X2NvdmVyX2ZyYW1lIn0&_nc_ht=scontent-tpe1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=ycc0SstSpe4Q7kNvgF4GPcg&_nc_gid=fb8a64168a984aa4824ba500a5e68536&edm=AEhyXUkBAAAA&ccb=7-5&ig_cache_key=MzQ0NTIzMzA3MDk5ODE2MDIwOTgxNDMxOTAyNDEyMDU1MA%3D%3D.3-ccb7-5&oh=00_AYA3-O1wxKC19o6jvxerUE8zkR27DsvOfFF8AHQAHMvWYA&oe=66E2A557&_nc_sid=8f1549,mcdonalds_switzerland_7
/p/C-76taFKy2o/,You know the drill: good taste knows no age. That's why the 1955 is making a comeback!,https://scontent.cdninstagram.com/v/t51.2885-15/456207889_885510333444193_5699004700897479411_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=aahMezD62BwQ7kNvgEIxxZa&_nc_gid=8ad2d969bfca4dbf95122ded82675319&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQzOTYwMDk0NzUwNTYwNjA1Ng%3D%3D.3-ccb7-5&oh=00_AYCFBGVoNs0-0RhUKFvngq8dSQkFW5nDx6lahNNFMVzixA&oe=66E32DF3&_nc_sid=10d13b,mcdonalds_switzerland_8
/p/C-4wJmWOYLB/,My pupils right now...,https://scontent.cdninstagram.com/v/t51.2885-15/456204764_1168456714262829_9056032841220991198_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=LI96EGLwnHkQ7kNvgHKL0x7&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzQzODcxMDA4MTM4MDI1NDQwMQ%3D%3D.3-ccb7-5&oh=00_AYD4iOyLqsNh4vWrM3cgEOpMTlTpiCMPq4YlI6tzEBDhmw&oe=66E34F68&_nc_sid=10d13b,mcdonalds_switzerland_9
